Title,Body,Link,Date,Type,Combined_Text,PText,PTitle
enhance coding style ruff,ruffs 700 builtin lint rules reimplemented rust speed provide comprehensive linting formatting enforce clean consistent code,https://www.kdnuggets.com/enhance-your-python-coding-style-with-ruff?utm_source=rss&utm_medium=rss&utm_campaign=enhance-your-python-coding-style-with-ruff,"Mon, 20 Nov 2023 17:00:52 +0000",blogml,enhance coding style ruff ruffs 700 builtin lint rules reimplemented rust speed provide comprehensive linting formatting enforce clean consistent code,"['enhance', 'coding', 'style', 'ruff', 'ruffs', '700', 'builtin', 'lint', 'rules', 'reimplemented', 'rust', 'speed', 'provide', 'comprehensive', 'linting', 'formatting', 'enforce', 'clean', 'consistent', 'code']","['enhance', 'coding', 'style', 'ruff']"
overuse list comprehensions,,https://www.kdnuggets.com/why-you-should-not-overuse-list-comprehensions-in-python?utm_source=rss&utm_medium=rss&utm_campaign=your-kdnuggets-post-why-you-should-not-overuse-list-comprehensions-in-python,"Mon, 20 Nov 2023 15:00:30 +0000",blogml,overuse list comprehensions ,"['overuse', 'list', 'comprehensions']","['overuse', 'list', 'comprehensions']"
back basics week 3 introduction,,https://www.kdnuggets.com/back-to-basics-week-3-introduction-to-machine-learning?utm_source=rss&utm_medium=rss&utm_campaign=back-to-basics-week-3-introduction-to-machine-learning,"Mon, 20 Nov 2023 13:00:13 +0000",blogml,back basics week 3 introduction ,"['back', 'basics', 'week', '3', 'introduction']","['back', 'basics', 'week', '3', 'introduction']"
5 master generative ai,,https://www.kdnuggets.com/5-free-courses-to-master-generative-ai?utm_source=rss&utm_medium=rss&utm_campaign=5-free-courses-to-master-generative-ai,"Mon, 20 Nov 2023 11:00:39 +0000",blogml,5 master generative ai ,"['5', 'master', 'generative', 'ai']","['5', 'master', 'generative', 'ai']"
5 best vector bases must try 2024,top vector bases known versatility performance scalability consistency efficient algorithms storing indexing querying vector embeddings ai applications,https://www.kdnuggets.com/the-5-best-vector-databases-you-must-try-in-2024?utm_source=rss&utm_medium=rss&utm_campaign=the-5-best-vector-databases-you-must-try-in-2024,"Fri, 17 Nov 2023 15:00:41 +0000",blogml,5 best vector bases must try 2024 top vector bases known versatility performance scalability consistency efficient algorithms storing indexing querying vector embeddings ai applications,"['5', 'best', 'vector', 'bases', 'must', 'try', '2024', 'top', 'vector', 'bases', 'known', 'versatility', 'performance', 'scalability', 'consistency', 'efficient', 'algorithms', 'storing', 'indexing', 'querying', 'vector', 'embeddings', 'ai', 'applications']","['5', 'best', 'vector', 'bases', 'must', 'try', '2024']"
microsoft engineers guide ai innovation leadership,dive insights ai innovation microsofts senior software engineer manas joshi journey technology triumph teachings next generation,https://www.kdnuggets.com/a-microsoft-engineer-guide-to-ai-innovation-and-leadership?utm_source=rss&utm_medium=rss&utm_campaign=a-microsoft-engineers-guide-to-ai-innovation-and-leadership,"Fri, 17 Nov 2023 13:00:22 +0000",blogml,microsoft engineers guide ai innovation leadership dive insights ai innovation microsofts senior software engineer manas joshi journey technology triumph teachings next generation,"['microsoft', 'engineers', 'guide', 'ai', 'innovation', 'leadership', 'dive', 'insights', 'ai', 'innovation', 'microsofts', 'senior', 'software', 'engineer', 'manas', 'joshi', 'journey', 'technology', 'triumph', 'teachings', 'next', 'generation']","['microsoft', 'engineers', 'guide', 'ai', 'innovation', 'leadership']"
master 3rd best online program,,https://www.kdnuggets.com/2023/11/bay-path-master-data-science-3rd-best-online-program?utm_source=rss&utm_medium=rss&utm_campaign=master-data-science-with-the-3rd-best-online-program,"Thu, 16 Nov 2023 23:49:10 +0000",blogml,master 3rd best online program ,"['master', '3rd', 'best', 'online', 'program']","['master', '3rd', 'best', 'online', 'program']"
6 problems llms langchain trying assess,,https://www.kdnuggets.com/6-problems-of-llms-that-langchain-is-trying-to-assess?utm_source=rss&utm_medium=rss&utm_campaign=6-problems-of-llms-that-langchain-is-trying-to-assess,"Thu, 16 Nov 2023 17:00:10 +0000",blogml,6 problems llms langchain trying assess ,"['6', 'problems', 'llms', 'langchain', 'trying', 'assess']","['6', 'problems', 'llms', 'langchain', 'trying', 'assess']"
optimizing analytics integrating github copilot bricks,integrating aipowered pair programming tools analytics bricks optimizes streamlines development process ing developer time innovation,https://www.kdnuggets.com/optimizing-data-analytics-integrating-github-copilot-in-databricks?utm_source=rss&utm_medium=rss&utm_campaign=optimizing-data-analytics-integrating-github-copilot-in-databricks,"Thu, 16 Nov 2023 15:00:01 +0000",blogml,optimizing analytics integrating github copilot bricks integrating aipowered pair programming tools analytics bricks optimizes streamlines development process ing developer time innovation,"['optimizing', 'analytics', 'integrating', 'github', 'copilot', 'bricks', 'integrating', 'aipowered', 'pair', 'programming', 'tools', 'analytics', 'bricks', 'optimizes', 'streamlines', 'development', 'process', 'ing', 'developer', 'time', 'innovation']","['optimizing', 'analytics', 'integrating', 'github', 'copilot', 'bricks']"
7 essential quality checks pandas,,https://www.kdnuggets.com/7-essential-data-quality-checks-with-pandas?utm_source=rss&utm_medium=rss&utm_campaign=7-essential-data-quality-checks-with-pandas,"Thu, 16 Nov 2023 13:00:56 +0000",blogml,7 essential quality checks pandas ,"['7', 'essential', 'quality', 'checks', 'pandas']","['7', 'essential', 'quality', 'checks', 'pandas']"
introduction streamingllm llms infinitelength inputs,,https://www.kdnuggets.com/introduction-to-streaming-llm-llms-for-infinite-length-inputs?utm_source=rss&utm_medium=rss&utm_campaign=introduction-to-streaming-llm-llms-for-infinite-length-inputs,"Wed, 15 Nov 2023 17:00:24 +0000",blogml,introduction streamingllm llms infinitelength inputs ,"['introduction', 'streamingllm', 'llms', 'infinitelength', 'inputs']","['introduction', 'streamingllm', 'llms', 'infinitelength', 'inputs']"
better way evaluate llms,article introduces new approach evaluation llms leverages human insight compare llm responses real user prompts categorized nlp offering promising solution advancing llm evaluation standards,https://www.kdnuggets.com/a-better-way-to-evaluate-llms?utm_source=rss&utm_medium=rss&utm_campaign=a-better-way-to-evaluate-llms,"Wed, 15 Nov 2023 15:00:53 +0000",blogml,better way evaluate llms article introduces new approach evaluation llms leverages human insight compare llm responses real user prompts categorized nlp offering promising solution advancing llm evaluation standards,"['better', 'way', 'evaluate', 'llms', 'article', 'introduces', 'new', 'approach', 'evaluation', 'llms', 'leverages', 'human', 'insight', 'compare', 'llm', 'responses', 'real', 'user', 'prompts', 'categorized', 'nlp', 'offering', 'promising', 'solution', 'advancing', 'llm', 'evaluation', 'standards']","['better', 'way', 'evaluate', 'llms']"
make gpts chatgpts gpts,,https://www.kdnuggets.com/make-your-own-gpts-with-chatgpts-gpts?utm_source=rss&utm_medium=rss&utm_campaign=make-your-own-gpts-with-chatgpts-gpts,"Wed, 15 Nov 2023 13:04:54 +0000",blogml,make gpts chatgpts gpts ,"['make', 'gpts', 'chatgpts', 'gpts']","['make', 'gpts', 'chatgpts', 'gpts']"
rise fall prompt engineering fad future,,https://www.kdnuggets.com/the-rise-and-fall-of-prompt-engineering-fad-or-future?utm_source=rss&utm_medium=rss&utm_campaign=the-rise-and-fall-of-prompt-engineering-fad-or-future,"Wed, 15 Nov 2023 13:00:17 +0000",blogml,rise fall prompt engineering fad future ,"['rise', 'fall', 'prompt', 'engineering', 'fad', 'future']","['rise', 'fall', 'prompt', 'engineering', 'fad', 'future']"
kdnuggets news november 15 10 essential pandas functions 5 master,week kdnuggets check ten pandas functions important well handy every scientist start upskilling today learn programming analysis much much,https://www.kdnuggets.com/newsletter-n41-2023-11-15?utm_source=rss&utm_medium=rss&utm_campaign=kdnuggets-news-november-15-10-essential-pandas-functions-5-free-courses-to-master-data-science,"Wed, 15 Nov 2023 10:45:50 +0000",blogml,kdnuggets news november 15 10 essential pandas functions 5 master week kdnuggets check ten pandas functions important well handy every scientist start upskilling today learn programming analysis much much,"['kdnuggets', 'news', 'november', '15', '10', 'essential', 'pandas', 'functions', '5', 'master', 'week', 'kdnuggets', 'check', 'ten', 'pandas', 'functions', 'important', 'well', 'handy', 'every', 'scientist', 'start', 'upskilling', 'today', 'learn', 'programming', 'analysis', 'much', 'much']","['kdnuggets', 'news', 'november', '15', '10', 'essential', 'pandas', 'functions', '5', 'master']"
everything need become sas certified engineer,,https://www.kdnuggets.com/2023/11/sas-everything-need-become-sas-certified-machine-learning-engineer?utm_source=rss&utm_medium=rss&utm_campaign=everything-you-need-to-become-a-sas-certified-machine-learning-engineer,"Tue, 14 Nov 2023 20:23:42 +0000",blogml,everything need become sas certified engineer ,"['everything', 'need', 'become', 'sas', 'certified', 'engineer']","['everything', 'need', 'become', 'sas', 'certified', 'engineer']"
7 steps running small language local cpu,,https://www.kdnuggets.com/7-steps-to-running-a-small-language-model-on-a-local-cpu?utm_source=rss&utm_medium=rss&utm_campaign=7-steps-to-running-a-small-language-model-on-a-local-cpu,"Tue, 14 Nov 2023 17:00:07 +0000",blogml,7 steps running small language local cpu ,"['7', 'steps', 'running', 'small', 'language', 'local', 'cpu']","['7', 'steps', 'running', 'small', 'language', 'local', 'cpu']"
expert insights developing safe secure trustworthy ai frameworks,alignment president bidens recent executive order emphasizing safe secure trustworthy ai share trusted ai tai lessons learned two years course us federally funded tai projects,https://www.kdnuggets.com/expert-insights-on-developing-safe-secure-and-trustworthy-ai-frameworks?utm_source=rss&utm_medium=rss&utm_campaign=expert-insights-on-developing-safe-secure-and-trustworthy-ai-frameworks,"Tue, 14 Nov 2023 15:00:59 +0000",blogml,expert insights developing safe secure trustworthy ai frameworks alignment president bidens recent executive order emphasizing safe secure trustworthy ai share trusted ai tai lessons learned two years course us federally funded tai projects,"['expert', 'insights', 'developing', 'safe', 'secure', 'trustworthy', 'ai', 'frameworks', 'alignment', 'president', 'bidens', 'recent', 'executive', 'order', 'emphasizing', 'safe', 'secure', 'trustworthy', 'ai', 'share', 'trusted', 'ai', 'tai', 'lessons', 'learned', 'two', 'years', 'course', 'us', 'federally', 'funded', 'tai', 'projects']","['expert', 'insights', 'developing', 'safe', 'secure', 'trustworthy', 'ai', 'frameworks']"
fiction reality chatgpt scifi dream true ai conversation,,https://www.kdnuggets.com/from-fiction-to-reality-chatgpt-and-the-sci-fi-dream-of-true-ai-conversation?utm_source=rss&utm_medium=rss&utm_campaign=from-fiction-to-reality-chatgpt-and-the-sci-fi-dream-of-true-ai-conversation,"Tue, 14 Nov 2023 13:00:41 +0000",blogml,fiction reality chatgpt scifi dream true ai conversation ,"['fiction', 'reality', 'chatgpt', 'scifi', 'dream', 'true', 'ai', 'conversation']","['fiction', 'reality', 'chatgpt', 'scifi', 'dream', 'true', 'ai', 'conversation']"
getting started claude 2 api,,https://www.kdnuggets.com/getting-started-with-claude-2-api?utm_source=rss&utm_medium=rss&utm_campaign=getting-started-with-claude-2-api,"Mon, 13 Nov 2023 17:00:29 +0000",blogml,getting started claude 2 api ,"['getting', 'started', 'claude', '2', 'api']","['getting', 'started', 'claude', '2', 'api']"
5 master,,https://www.kdnuggets.com/5-free-courses-to-master-data-science?utm_source=rss&utm_medium=rss&utm_campaign=5-free-courses-to-master-data-science,"Mon, 13 Nov 2023 15:00:29 +0000",blogml,5 master ,"['5', 'master']","['5', 'master']"
back basics week 2 base sql management statistical concepts,welcome back week 2 kdnuggets back basics series week delve vital bases sql management statistical concepts,https://www.kdnuggets.com/back-to-basics-week-2-database-sql-data-management-and-statistical-concepts?utm_source=rss&utm_medium=rss&utm_campaign=back-to-basics-week-2-database-sql-data-management-and-statistical-concepts,"Mon, 13 Nov 2023 13:00:58 +0000",blogml,back basics week 2 base sql management statistical concepts welcome back week 2 kdnuggets back basics series week delve vital bases sql management statistical concepts,"['back', 'basics', 'week', '2', 'base', 'sql', 'management', 'statistical', 'concepts', 'welcome', 'back', 'week', '2', 'kdnuggets', 'back', 'basics', 'series', 'week', 'delve', 'vital', 'bases', 'sql', 'management', 'statistical', 'concepts']","['back', 'basics', 'week', '2', 'base', 'sql', 'management', 'statistical', 'concepts']"
top 7 essential cheat sheets ace interview,,https://www.kdnuggets.com/top-7-essential-cheat-sheets-to-ace-your-data-science-interview?utm_source=rss&utm_medium=rss&utm_campaign=top-7-essential-cheat-sheets-to-ace-your-data-science-interview,"Fri, 10 Nov 2023 17:00:18 +0000",blogml,top 7 essential cheat sheets ace interview ,"['top', '7', 'essential', 'cheat', 'sheets', 'ace', 'interview']","['top', '7', 'essential', 'cheat', 'sheets', 'ace', 'interview']"
10 essential pandas functions every scientist know,,https://www.kdnuggets.com/10-essential-pandas-functions-every-data-scientist-should-know?utm_source=rss&utm_medium=rss&utm_campaign=10-essential-pandas-functions-every-data-scientist-should-know,"Fri, 10 Nov 2023 15:00:40 +0000",blogml,10 essential pandas functions every scientist know ,"['10', 'essential', 'pandas', 'functions', 'every', 'scientist', 'know']","['10', 'essential', 'pandas', 'functions', 'every', 'scientist', 'know']"
chatgpt land job,,https://www.kdnuggets.com/using-chatgpt-to-help-land-a-data-science-job?utm_source=rss&utm_medium=rss&utm_campaign=using-chatgpt-to-help-land-a-data-science-job,"Fri, 10 Nov 2023 13:00:07 +0000",blogml,chatgpt land job ,"['chatgpt', 'land', 'job']","['chatgpt', 'land', 'job']"
5 step blueprint next problem,,https://www.kdnuggets.com/5-step-blueprint-to-your-next-data-science-problem?utm_source=rss&utm_medium=rss&utm_campaign=5-step-blueprint-to-your-next-data-science-problem,"Thu, 09 Nov 2023 17:00:48 +0000",blogml,5 step blueprint next problem ,"['5', 'step', 'blueprint', 'next', 'problem']","['5', 'step', 'blueprint', 'next', 'problem']"
